id,date,user,pc,activity
{N2W0-I2VL69EH-2242RTQE},2011-05-02 08:51:00,MFD2890,PC-0665,Logon
{W2W8-L4HL83TU-2126TMFR},2011-05-02 08:51:00,MNM1161,PC-3665,Logon
{F4D5-W4FF12DB-2959XDOY},2011-05-02 08:51:00,OAS0991,PC-4943,Logon
{U7U3-D6QA45HI-3442KTBN},2011-05-02 08:51:00,PPG2889,PC-9924,Logon
{J9W9-P1FT95KU-3402EYKQ},2011-05-02 08:51:00,REC0283,PC-6764,Logon
{H2W3-B0DG99ZP-7969WYNN},2011-05-02 08:51:00,SBH3683,PC-4339,Logon
{W5G4-B2MD56TU-6501TXPI},2011-05-02 08:51:00,TDV1034,PC-1607,Logon
{V4C9-S9SR77AW-6385QZNZ},2011-05-02 08:51:00,UYW1162,PC-7679,Logon
{I1T2-U2VV52BB-9499THEC},2011-05-02 08:51:00,XUC1092,PC-9287,Logon
{N3R8-R7TY37FI-0375EJFW},2011-05-02 08:52:00,AIC1071,PC-3955,Logon
{X9M2-H8QT63OZ-5025WCBP},2011-05-02 08:52:00,BAB0541,PC-7839,Logon
{X0Y7-U4UX12PC-5316YOPD},2011-05-02 08:52:00,DCC3689,PC-7710,Logon
{M5N0-O8HU06MI-3209HZGY},2011-05-02 08:52:00,DKR0027,PC-4116,Logon
{Q4P5-C5WX01NT-0695UIDT},2011-05-02 08:52:00,EJL1075,PC-0520,Logon
{V6H0-K0GX24PK-4864YGAG},2011-05-02 08:52:00,FAH1851,PC-5183,Logon
{T9O7-C5EF55WI-4904XTBZ},2011-05-02 08:52:00,LQW0555,PC-9446,Logon
{Q4V2-V4HI13KN-5976MHBQ},2011-05-02 08:52:00,MMS0241,PC-2800,Logon
{B0B9-B6QR66LQ-3254EQKX},2011-05-02 08:52:00,NOE2965,PC-4936,Logon
{O2L4-M3UV18BI-4909FPTJ},2011-05-02 08:52:00,RAA1455,PC-7117,Logon
{T2D6-U6BQ99YV-5303ZZOT},2011-05-02 08:52:00,RJA0402,PC-8400,Logon
{U1P2-L8FY90YZ-3612OIPB},2011-05-02 08:52:00,RJP1091,PC-0861,Logon
{C9H0-S5JM64QV-2579QJFA},2011-05-02 08:52:00,TFH0544,PC-4354,Logon
{E5N6-Z5BY22AI-8397RFTL},2011-05-02 08:53:00,ACH2102,PC-1532,Logon
{Y8N0-Z1BL30YD-1941FXQA},2011-05-02 08:53:00,BNC3178,PC-6834,Logon
{R1E9-S5BB00IT-8777XWIS},2011-05-02 08:53:00,DTL2891,PC-6142,Logon
{K1X8-N6KA72ZC-5744APCU},2011-05-02 08:53:00,ELB3697,PC-2746,Logon
{U6Z7-S2KG46GF-1806QGYS},2011-05-02 08:53:00,FRM3431,PC-6722,Logon
{D0N5-O0LT33MQ-3587ZRSL},2011-05-02 08:53:00,JEL2887,PC-1149,Logon
{Q5G1-A9DE14FU-2750TZVN},2011-05-02 08:53:00,LOC0416,PC-0972,Logon
{A0G1-J2YC02ZN-4946XLLW},2011-05-02 08:53:00,RCG0105,PC-2399,Logon
{M2L7-F2EP28UJ-5534HMCN},2011-05-02 08:53:00,SSH1845,PC-2739,Logon
{I2O5-S8VM00JL-3535QTBA},2011-05-02 08:53:00,WXM3698,PC-6402,Logon
{U0E5-W6AO27RO-4707DPTH},2011-05-02 08:54:00,AHC0232,PC-4450,Logon
{E5E2-V3UK57VO-7201FYZW},2011-05-02 08:54:00,AME0732,PC-5322,Logon
{C0A2-H1NR88LU-8836FCUT},2011-05-02 08:54:00,CDP0340,PC-4636,Logon
{V8E2-K3QN63PX-0188FNRN},2011-05-02 08:54:00,CLH0733,PC-3953,Logon
{Q8Y6-J1GH51DI-9348LAZK},2011-05-02 08:54:00,IHH2590,PC-7242,Logon
{C6X0-Q6VV48IH-9248VFZL},2011-05-02 08:54:00,IOM0542,PC-6696,Logon
{K4N4-G5NT40JM-4717MISW},2011-05-02 08:54:00,ISS0949,PC-7688,Logon
{M2J9-V5DP43PR-9337XTUE},2011-05-02 08:54:00,LGS1976,PC-2641,Logon
{T5S2-E5DW14PV-4433OATV},2011-05-02 08:54:00,MNG3693,PC-8885,Logon
{C1M4-X2HW87RT-9808ATJK},2011-05-02 08:54:00,TKS1549,PC-5128,Logon
{U5X2-L4QE23UI-9229JESD},2011-05-02 08:55:00,ABM3772,PC-7782,Logon
{X9V6-F9OD10JF-9374AQAU},2011-05-02 08:55:00,ACA0360,PC-1659,Logon
{H6K4-A0SF38BO-4356NBUN},2011-05-02 08:55:00,AGM3504,PC-5239,Logon
{O8Z0-J0NS06HD-4188UJMA},2011-05-02 08:55:00,ASP2895,PC-9772,Logon
{T5C5-S2BV78HR-0565TWWN},2011-05-02 08:55:00,GMB3703,PC-9579,Logon
{N4Q2-B2HI89KT-2902RPUD},2011-05-02 08:55:00,MMR1435,PC-1645,Logon
{P8H7-T6BW35KH-3502CZYU},2011-05-02 08:55:00,ORB2880,PC-4735,Logon
{E5X1-K9DC47QJ-1291NXCB},2011-05-02 08:55:00,SEN0534,PC-1977,Logon
{U2Y2-X0ZK85WG-3279QXPV},2011-05-02 08:55:00,TJB0540,PC-5538,Logon
{F0B7-G3FV39BA-2306FQXX},2011-05-02 08:55:00,TJD0106,PC-6916,Logon
{M7Z6-Q1BU18QE-5958BXHA},2011-05-02 08:56:00,BBP1093,PC-5449,Logon
{A0A8-N5GG82OF-8038IDFQ},2011-05-02 08:56:00,DOB2696,PC-3824,Logon
{W9U5-K4IT02FM-9050HQRY},2011-05-02 08:56:00,GMM0224,PC-4531,Logon
{N5R6-V0XP49PT-6093QJTR},2011-05-02 08:56:00,JEW2035,PC-0531,Logon
{W2O7-D6CZ46WX-6810BTQZ},2011-05-02 08:56:00,KWB1967,PC-4075,Logon
{X5C3-Y3DX65QF-7606IYTL},2011-05-02 08:56:00,MCT1067,PC-6839,Logon
{S5K0-D4EP08LN-6952KRMW},2011-05-02 08:56:00,RAS3446,PC-9402,Logon
{Y0W1-L6WS95IT-9815ITNL},2011-05-02 08:57:00,AED1421,PC-0707,Logon
{V2S0-M7KN32QP-1506OQNP},2011-05-02 08:57:00,ALS2596,PC-0190,Logon
{I2F7-G0AW68CI-3209USRS},2011-05-02 08:57:00,BLS1973,PC-9680,Logon
{U6I0-S6KU40WY-6723HTYK},2011-05-02 08:57:00,DCW2405,PC-6683,Logon
{C1O7-V2DN68TP-0010IIEE},2011-05-02 08:57:00,FHA3387,PC-7770,Logon
{B2D7-T0FK18NK-6523DOIJ},2011-05-02 08:57:00,FJA1848,PC-7049,Logon
{T6D3-Q4WT29LL-8570TUBM},2011-05-02 08:57:00,JLR0313,PC-4747,Logon
{N3H2-W0QH51SA-0629XWJV},2011-05-02 08:57:08,KAG0689,PC-8338,Logon
{K8L2-Q0CB60ER-2213IOUK},2011-05-02 08:58:00,BBM3688,PC-4221,Logon
{J0P8-K7DM98FA-9440UHZQ},2011-05-02 08:58:00,DAM3691,PC-7001,Logon
{X9J7-V2YZ74OI-8749NWUE},2011-05-02 08:58:00,RNM0466,PC-8514,Logon
{V0Q6-G5NT18XE-5203YGJA},2011-05-02 08:59:00,HLS2098,PC-6960,Logon
{N7X1-O9MY80GS-9132OMIB},2011-05-02 08:59:00,MTG0463,PC-1934,Logon
{D6F6-E8OP60JF-7185BXXR},2011-05-02 08:59:00,RCD2501,PC-9717,Logon
{A0J9-S3LS73YJ-2870HUQG},2011-05-02 08:59:00,SAV3457,PC-9008,Logon
{S1S7-P4DK43FQ-5978ERBI},2011-05-02 09:00:00,BKM3410,PC-1469,Logon
{Z4W1-G1GL64QI-7419PTMR},2011-05-02 09:00:00,CCG1025,PC-5803,Logon
{L1N9-R4DG00MP-3193CTZA},2011-05-02 09:00:00,DLP1445,PC-9200,Logon
{O8N7-I7HT16GC-3817YQSW},2011-05-02 09:00:00,HDT0242,PC-1513,Logon
{R0O2-V6BF70DA-9318HCNB},2011-05-02 09:00:00,HSF1454,PC-7091,Logon
{R0J1-V8RE39GR-1483QKBJ},2011-05-02 09:00:00,IDH2939,PC-4319,Logon
{I2S8-B6NR09HE-5218XHWF},2011-05-02 09:00:00,JDH1027,PC-3447,Logon
{E8S9-R9WG24PV-7577HMZX},2011-05-02 09:00:00,KDB0266,PC-2970,Logon
{M3D1-U0NG51BP-9612AIHY},2011-05-02 09:00:00,LCW0047,PC-4741,Logon
{A2Y1-C1ML07EP-8015KZZX},2011-05-02 09:00:00,LXC0839,PC-5703,Logon
{B4F0-V0JJ12XT-9696VHMY},2011-05-02 09:00:00,MAC2962,PC-8300,Logon
{H5U1-N5WJ04LJ-5030JSZQ},2011-05-02 09:00:00,NJO1460,PC-6933,Logon
{T1Y6-K5GD00YD-4182IGMJ},2011-05-02 09:00:00,PDM0304,PC-2036,Logon
{Q4N1-X7GS48AN-6612MWJN},2011-05-02 09:00:00,RJS0846,PC-2286,Logon
{X8L0-B1LM52KY-2063ZPEZ},2011-05-02 09:00:00,TSD2948,PC-0018,Logon
{G2D9-Z3ND37GK-9208ZRRT},2011-05-02 09:00:00,TWM0837,PC-7181,Logon
{F5T0-C4XK59WH-1836FWDZ},2011-05-02 09:00:00,TZM0851,PC-6094,Logon
{I2D8-K9VQ94LB-5723TTTZ},2011-05-02 09:00:00,WHH2938,PC-3826,Logon
{X6R4-X8XT25BP-2291YWCT},2011-05-02 09:00:00,WYC3397,PC-8225,Logon
{Q3H8-F2WI46DI-9375YBCT},2011-05-02 09:01:00,BWW1159,PC-2798,Logon
{F4Y9-L3NK96MR-0064FVBO},2011-05-02 09:01:00,CGG3388,PC-5178,Logon
{S5Z4-U7RA90XC-1450EONS},2011-05-02 09:01:00,CHB3396,PC-3429,Logon
{F0Q3-R7QZ06JJ-2168PESM},2011-05-02 09:01:00,CJC2371,PC-3047,Logon
{M0K3-L7ZJ64AF-0842AVUL},2011-05-02 09:01:00,CMT0267,PC-4112,Logon
{I1D2-B2VK76JJ-0703NWVE},2011-05-02 09:01:00,DAM2954,PC-8151,Logon
{Q6N9-S0HE43IP-9105WASK},2011-05-02 09:01:00,DJF3394,PC-3801,Logon
{Z7T5-D7IL00BL-6515GSHL},2011-05-02 09:01:00,GJM0838,PC-0679,Logon
{Z4P5-X1IQ58PJ-5760DLJP},2011-05-02 09:01:00,JBB0847,PC-6471,Logon
{B8C4-Z1PS36GM-4817YUKX},2011-05-02 09:01:00,JCH2963,PC-2065,Logon
{S6H2-Z1YR96ZX-6177DBFM},2011-05-02 09:01:00,JRB0025,PC-1612,Logon
{B8K2-R9IA80SS-0944HXUF},2011-05-02 09:01:00,LOC1446,PC-4363,Logon
{T0S5-X1PI61WC-6017FEFJ},2011-05-02 09:01:00,LTF3385,PC-0789,Logon
{O7O5-O9IN53GR-6753TJRT},2011-05-02 09:01:00,MBC0803,PC-1493,Logon
{G5R2-Q8QV82AK-8651SXFP},2011-05-02 09:01:00,MHB0845,PC-0772,Logon
{F7F3-G4HG65YR-5692RFCD},2011-05-02 09:01:00,RLS0761,PC-2516,Logon
{M5B5-E8RI14LP-2356QXGS},2011-05-02 09:01:00,ROS2030,PC-0701,Logon
{Q8F3-A1YO11PH-0439MQXW},2011-05-02 09:01:00,TCM2403,PC-2105,Logon
{K5R7-R2HI91FU-6384QVNQ},2011-05-02 09:01:00,ZBW1015,PC-1131,Logon
{K6V8-T0NW20OA-7411TLSM},2011-05-02 09:02:00,ABB0300,PC-4529,Logon
{E1L5-G8CN34QD-2686BUWM},2011-05-02 09:02:00,AKG2702,PC-1553,Logon
{U1B0-E5MH59AG-0330HWPK},2011-05-02 09:02:00,CWB1463,PC-2760,Logon
{P2I2-B1JC85ZW-1007NSKY},2011-05-02 09:02:00,DJF0760,PC-2231,Logon
{C0X1-G0MI28CK-4818IRON},2011-05-02 09:02:00,DMS3400,PC-3683,Logon
{W6Y1-W4NZ51AN-6799UHQY},2011-05-02 09:02:00,GSS0841,PC-7369,Logon
{V6Z7-I1NT69HB-8857JMCU},2011-05-02 09:02:00,HCM2945,PC-4852,Logon
{B7J8-T6BD70JL-2583DHWS},2011-05-02 09:02:00,IAB3386,PC-3077,Logon
{G6G8-D1XG47WM-2444MXSQ},2011-05-02 09:02:00,KEM2934,PC-4329,Logon
{W7W4-O1WA28JU-2202JKCT},2011-05-02 09:02:00,MDS0759,PC-3696,Logon
{J4U7-G2SE99ZF-4401OEMG},2011-05-02 09:02:00,NWV0966,PC-6450,Logon
{G5B1-H2VR71FM-9021RWCC},2011-05-02 09:02:00,PNH1444,PC-6885,Logon
{B4X9-C8OW94EP-4064PPXH},2011-05-02 09:03:00,BSS2956,PC-3542,Logon
{H7P6-D8DC21IF-8277MHCS},2011-05-02 09:03:00,CDB2947,PC-9952,Logon
{E2Z3-G1XE64SX-2688IMDN},2011-05-02 09:03:00,CDY3409,PC-9318,Logon
{K0A8-A4AL40JJ-4522JYIK},2011-05-02 09:03:00,FYP1187,PC-8933,Logon
{X2D7-V3KX17GM-4060BRVA},2011-05-02 09:03:00,GHD1450,PC-4312,Logon
{G0B8-F5JW07DV-5755DZGS},2011-05-02 09:03:00,HZH0297,PC-9939,Logon
{R5L6-J4IF55MQ-5611ABAT},2011-05-02 09:03:00,JRR3014,PC-0981,Logon
{U4W4-M9KY06QA-8018TCXG},2011-05-02 09:03:00,KJD3392,PC-4021,Logon
{O7R9-E7VM35RS-3563CSPY},2011-05-02 09:03:00,KLP0249,PC-8434,Logon
{L6P8-O7DV42UU-5505HTWP},2011-05-02 09:03:00,NKV1451,PC-9683,Logon
{W0B0-H6QI92AW-5000CIYD},2011-05-02 09:03:00,SKA0757,PC-3538,Logon
{T4L1-V9NC58IH-7202TFTB},2011-05-02 09:03:00,SMC2898,PC-5541,Logon
{S1X5-P4WR76DY-3811MBNI},2011-05-02 09:03:00,TKM2494,PC-9854,Logon
{Z9O8-Y0FT55TB-5553OYSR},2011-05-02 09:03:00,YRW0842,PC-8606,Logon
{Q1L7-J7JZ43LG-5108MJPM},2011-05-02 09:04:00,ACL2943,PC-0412,Logon
{W9J2-L2OY63PM-9074DDDZ},2011-05-02 09:04:00,BKM1155,PC-1278,Logon
{I3H7-R2JD70PB-6912VOXM},2011-05-02 09:04:00,CMM0764,PC-9724,Logon
{H5C2-L2QI26MY-2988SNLC},2011-05-02 09:04:00,DRB0756,PC-9069,Logon
{F5R0-S0MB77TE-4070ZEGN},2011-05-02 09:04:00,HNM3405,PC-7978,Logon
{D9Y6-U5NS77HU-0536UHGJ},2011-05-02 09:04:00,JMM0848,PC-6359,Logon
{F8P2-M1RB75LB-3966TEQR},2011-05-02 09:04:00,JSB2942,PC-0211,Logon
{I8F0-I9WH35OT-5230OLDR},2011-05-02 09:04:00,MLJ1461,PC-7595,Logon
{G0D6-D5CX51VB-4028QVJU},2011-05-02 09:04:00,RHL0268,PC-0059,Logon
{Q8L7-S9KC69TY-1730AWCE},2011-05-02 09:04:00,RVB0303,PC-3535,Logon
{I4R8-H9TF04MT-9713GINN},2011-05-02 09:04:00,SZG0325,PC-0264,Logon
{V1X7-K8QZ34FF-3219OLRJ},2011-05-02 09:04:00,TNR0319,PC-2130,Logon
{N6C6-R7WQ09BD-1340NGVM},2011-05-02 09:04:00,VKM2949,PC-4946,Logon
{S0U5-T0ID48WF-8354ZSQQ},2011-05-02 09:04:00,WLG0406,PC-6817,Logon
{E6S6-Q7TZ55HV-8825ZGDG},2011-05-02 09:04:00,YBJ0071,PC-1543,Logon
{K2Y4-R5FZ86YF-8186HHEI},2011-05-02 09:05:00,AAG1447,PC-4580,Logon
{E0J6-M5HA39TY-7770GWUD},2011-05-02 09:05:00,EHD0024,PC-1560,Logon
{Z1U9-S2IM83MW-2280WAFW},2011-05-02 09:05:00,GTL3389,PC-3144,Logon
{R0V2-M7DG72KC-9019BIZJ},2011-05-02 09:05:00,HMB0805,PC-0242,Logon
{O2T9-Z0HZ44FW-3789MBTC},2011-05-02 09:05:00,JPJ0227,PC-7516,Logon
{D4K2-T5UF37EN-2196UTAW},2011-05-02 09:05:00,KAP0844,PC-5110,Logon
{I4C4-O4SR68VG-2493DBAS},2011-05-02 09:05:00,MMC1084,PC-8112,Logon
{X2S6-H7NY60RF-5212AYIB},2011-05-02 09:05:00,NGP0549,PC-3662,Logon
{T8M3-O6WV97QP-7551TCNT},2011-05-02 09:05:00,QIS2940,PC-7622,Logon
{C1I5-A8CG90PV-6812YXMX},2011-05-02 09:05:00,RFB2959,PC-7820,Logon
{S9B7-H8YM60NE-6231LWRM},2011-05-02 09:05:00,RTD0762,PC-6233,Logon
{G7B2-P4LK46QW-9651PGUE},2011-05-02 09:05:00,VDH0766,PC-0533,Logon
{M7F0-D2KE27VW-9703RLOU},2011-05-02 09:05:13,RJH0219,PC-3959,Logon
{W3N3-S4SN69RC-4212VFVR},2011-05-02 09:06:00,AOM1457,PC-0618,Logon
{V9Q1-Y9IS26DT-5636MVYE},2011-05-02 09:06:00,BDW1459,PC-4368,Logon
{V7D3-L1MX72EO-1402HICH},2011-05-02 09:06:00,BJH3402,PC-6844,Logon
{X2T7-E2NF86VB-9724CXWV},2011-05-02 09:06:00,GDB2960,PC-6129,Logon
{Q5U6-H6BQ38BR-0848ULRI},2011-05-02 09:06:00,GEH3406,PC-9897,Logon
{X0B0-X6AS35FM-2013BXEE},2011-05-02 09:06:00,HOE0301,PC-7563,Logon
{G9Z4-M0NW86EH-0768CARM},2011-05-02 09:06:00,KSJ0840,PC-7112,Logon
{Q0H7-S2LB36VI-8998KEXE},2011-05-02 09:06:00,NDG3403,PC-6085,Logon
{S2X3-I7TK31JZ-3500KBXD},2011-05-02 09:06:00,NDR1456,PC-6176,Logon
{E7N7-N6IN51AI-2850UDDD},2011-05-02 09:06:00,NGR2884,PC-8567,Logon
{I2V5-K6AT02QD-7408EFKH},2011-05-02 09:06:00,OED3393,PC-8007,Logon
{F0E0-A3NO00VZ-2245KAHJ},2011-05-02 09:06:00,OGD0015,PC-3161,Logon
{R3O7-C1GQ99AW-4715XPNQ},2011-05-02 09:06:00,RDA3381,PC-2003,Logon
{O5E5-H9JP55ZL-8690IRVN},2011-05-02 09:06:00,SSO2406,PC-6475,Logon
{L8C9-M5TC56AC-0547YZEJ},2011-05-02 09:06:00,TND0324,PC-7111,Logon
{E2H2-S6LP37GW-4014JICO},2011-05-02 09:07:00,ALL0289,PC-2340,Logon
{T8J9-T1EA89PW-5655ZYEP},2011-05-02 09:07:00,JJB3398,PC-4496,Logon
{J4R7-G4BD01WY-5414ZSLF},2011-05-02 09:07:00,KCM0806,PC-1142,Logon
{R1U0-G3UY10QW-8282PZCH},2011-05-02 09:07:00,KVA2944,PC-2327,Logon
{V7O6-B5VJ98LV-3782SFVX},2011-05-02 09:07:00,LPE0270,PC-5186,Logon
{T8Y4-L3RE20RI-6221NYYK},2011-05-02 09:07:00,MME3399,PC-0633,Logon
{Z5F2-B4JR15CL-4434EYNX},2011-05-02 09:07:00,VRB3401,PC-3927,Logon
{M5V6-W1CK72JX-3927FFWS},2011-05-02 09:08:00,ADM0765,PC-8717,Logon
{I3T1-W6PK11CP-1574JAIR},2011-05-02 09:08:00,FGK1026,PC-9646,Logon
{G4U1-T8LD17FS-7002CXHP},2011-05-02 09:08:00,RPC0205,PC-0880,Logon
{Y1P0-T4IR18QQ-8239TJMZ},2011-05-02 09:08:00,SAP3390,PC-8888,Logon
{V7L6-I0ZW38RW-5338XKTG},2011-05-02 09:09:00,ADS0763,PC-0447,Logon
{W0X1-N7FQ55IT-4203DJBX},2011-05-02 09:09:00,CBD0802,PC-4283,Logon
{L0E4-X2RW57PL-9164OXTL},2011-05-02 09:09:00,CJY2951,PC-7763,Logon
{W2B0-V5ZU60UI-5115GRVI},2011-05-02 09:09:00,CRP3682,PC-6073,Logon
{H7I4-B8KV54BF-9561SGVC},2011-05-02 09:09:00,CTK0947,PC-8499,Logon
{Z0E4-O8JO62IL-5046AOKI},2011-05-02 09:09:00,FKH0804,PC-8912,Logon
{E2U1-Q4JD96FP-4917HYDA},2011-05-02 09:09:00,HMP3391,PC-2584,Logon
{N1O0-A0SP81HI-9516SDBQ},2011-05-02 09:09:00,JCP1462,PC-7135,Logon
{M5O7-G7NE85GP-2224UQJK},2011-05-02 09:09:00,MSR3709,PC-8633,Logon
{G8L2-E4GT23BH-8107GJKX},2011-05-02 09:09:00,RKG2587,PC-6799,Logon
{J3X1-C8XJ53QA-4384GPHZ},2011-05-02 09:09:00,UKC0543,PC-0084,Logon
{C4T9-Z9CY92YG-0176CLGJ},2011-05-02 09:09:00,YCA2885,PC-8982,Logon
{A0W8-J6TF07KD-2295YXRF},2011-05-02 09:09:00,ZNG3404,PC-1342,Logon
{P7U8-S9AG52UM-2417AOBB},2011-05-02 09:10:00,AJM0243,PC-5795,Logon
{K0Y9-G8HE08EK-1949FUTZ},2011-05-02 09:10:00,BRR2899,PC-9473,Logon
{O5S5-E5VN66GI-2317FPOA},2011-05-02 09:10:00,JLG2952,PC-5187,Logon
{H7U5-V4VR99TR-4563LSAV},2011-05-02 09:10:00,LLG2958,PC-0705,Logon
{F2A6-L5MH92XS-9621LXTJ},2011-05-02 09:10:00,THB0987,PC-9370,Logon
{A3M7-T5AC55KD-0399VCZZ},2011-05-02 09:10:00,ZJA2373,PC-9316,Logon
{L6R8-U7AT81RQ-0075JEMB},2011-05-02 09:10:26,WSE1949,PC-6887,Logon
{V8T3-S7JK32KN-6418SRZB},2011-05-02 09:11:00,NNP0229,PC-8863,Logon
{Y3L7-A8NO45UO-5964OEDG},2011-05-02 09:12:00,JJL1448,PC-7664,Logon
{S0A1-I1XE64AN-4647WHGP},2011-05-02 09:12:00,PDC1453,PC-5411,Logon
{F9S3-R2JF04ZU-3896JYJH},2011-05-02 09:12:00,YMB2953,PC-7269,Logon
{R4S5-J1ZR46FN-9337HJVB},2011-05-02 09:12:03,EKH0934,PC-1000,Logon
{Z9Y5-Z9OV16XD-5129KWNC},2011-05-02 09:13:00,COK3383,PC-7707,Logon
{Q7M4-N5PX30RM-5830MHDD},2011-05-02 09:13:00,KDA1452,PC-6368,Logon
{P4B3-Y1ML19JY-2009IBOE},2011-05-02 09:15:00,AGS0063,PC-4345,Logon
{W0H8-M2OP43EH-0623YURC},2011-05-02 09:15:00,BQW1904,PC-9561,Logon
{Q9Z2-N3EU12VJ-2812ZZWB},2011-05-02 09:15:00,FBY1064,PC-8680,Logon
{L6N3-I3EU95FG-9820DKIU},2011-05-02 09:15:00,GPL1911,PC-6226,Logon
{S6U4-J1FL41EE-3931DSQE},2011-05-02 09:15:00,HJH2588,PC-4322,Logon
{T7Q6-Z0RQ54PT-1208WRXF},2011-05-02 09:15:00,JBC1916,PC-4886,Logon
{U6N3-W2WU70TY-9731HXWW},2011-05-02 09:15:00,JSN1905,PC-0566,Logon
{V0G8-C0FO75FQ-8132YOTY},2011-05-02 09:15:00,MJD0469,PC-0048,Logon
{C8W5-H7OQ72RJ-7089HUYG},2011-05-02 09:15:00,MOB1914,PC-0941,Logon
{K8J1-H5VK46XM-5698BZNJ},2011-05-02 09:15:00,MRS0409,PC-6474,Logon
{X0W7-U7SD08VC-3520ITMB},2011-05-02 09:15:00,SRS0129,PC-7008,Logon
{H8B1-G3GU85FD-1115WODS},2011-05-02 09:15:00,TTB0471,PC-0816,Logon
{C0I1-V5TG89QY-2053RDNU},2011-05-02 09:16:00,EIH0064,PC-6238,Logon
{V6H0-A1EM12LA-7281AUMD},2011-05-02 09:16:00,ERF2472,PC-7163,Logon
{Z7D6-C1HO57RQ-0443IDXH},2011-05-02 09:16:00,LEM1913,PC-5051,Logon
{F2G0-J5VC47YI-1859FTKF},2011-05-02 09:16:00,QJO1715,PC-3040,Logon
{T0H1-O2FW00AT-8519FNXU},2011-05-02 09:16:00,RTM0849,PC-9625,Logon
{V2T8-A9XJ85VF-1323GOEQ},2011-05-02 09:17:00,ADV2467,PC-1695,Logon
{T3I8-Y1UV73DO-3937OMQB},2011-05-02 09:17:00,BVC0009,PC-7232,Logon
{X5V3-O2MZ58TI-9940BCCY},2011-05-02 09:17:00,DBG0477,PC-2117,Logon
{N5Q6-O0QF73SQ-6411TSOP},2011-05-02 09:17:00,KJB0354,PC-7568,Logon
{K5Q6-C7IY36DL-7004KDFF},2011-05-02 09:18:00,ACH1910,PC-0328,Logon
{G7O6-K6EP15OB-0916AMXX},2011-05-02 09:18:00,AGM0133,PC-4902,Logon
{V0G3-Z8MY52GD-9043HHDT},2011-05-02 09:18:00,BHS1917,PC-9362,Logon
{G4Q3-S0GQ98ND-9417PMEI},2011-05-02 09:18:00,CAM2468,PC-3148,Logon
{F2O3-I0CI60EP-6596QNSV},2011-05-02 09:18:00,CRP1915,PC-9070,Logon
{K2P3-K3PE49CZ-3241ONMH},2011-05-02 09:18:00,GJB0850,PC-7612,Logon
{M6R0-M9RX21BA-3924WYCG},2011-05-02 09:18:00,HQF1912,PC-4388,Logon
{R4U7-F3DS18EU-3179HXVR},2011-05-02 09:18:00,HSK0639,PC-3216,Logon
{L0L0-S6IF43DE-2403TIOU},2011-05-02 09:18:00,KRH1028,PC-9541,Logon
{E2Y9-T6QC44WM-0624WXXU},2011-05-02 09:18:00,KTC0474,PC-4480,Logon
{X3S7-V2BV07UA-5112HQKX},2011-05-02 09:18:00,MJR0244,PC-0334,Logon
{V2G5-L1XR39US-8912GIXV},2011-05-02 09:18:00,NJS2473,PC-8305,Logon
{X2N9-J1CE40FU-8060BBEP},2011-05-02 09:18:00,SCC0067,PC-3490,Logon
{O8R3-Q7ZQ20JZ-0104IJFM},2011-05-02 09:18:00,ZGP2957,PC-6478,Logon
{Y4Q4-E3QZ19FV-7470TPDT},2011-05-02 09:19:00,BBT0062,PC-3304,Logon
{U0T3-A1RK80WK-0338HCXL},2011-05-02 09:19:00,BDH0472,PC-7954,Logon
{R8M9-V1EU95FQ-2125KVVY},2011-05-02 09:19:00,CJM2961,PC-8760,Logon
{O3P5-W1ZU40DW-1928LRAQ},2011-05-02 09:19:00,HHW2471,PC-5258,Logon
{P0J6-W7GK82HS-5121UIKM},2011-05-02 09:20:00,BWJ0136,PC-4366,Logon
{Z3D4-X1KJ71KJ-0294KDWO},2011-05-02 09:20:00,GWC0137,PC-7924,Logon
{I7H1-B7AY66AA-5910HLJU},2011-05-02 09:20:00,MBH0476,PC-2538,Logon
{A6J8-P0UC24LA-7320MSSN},2011-05-02 09:20:00,MNR1903,PC-8398,Logon
{G0X7-U7HE17RN-1365UDPB},2011-05-02 09:21:00,EUV1842,PC-7348,Logon
{H5M8-M0BQ77XU-2023OMSO},2011-05-02 09:21:00,GAF2480,PC-7235,Logon
{N9J0-C0YM18YN-5457WOPT},2011-05-02 09:21:00,JAS1907,PC-6735,Logon
{B2Y7-A7AV53MT-5827FYXJ},2011-05-02 09:21:00,JYW1965,PC-9448,Logon
{B4U6-P9FM05OW-2837WFAA},2011-05-02 09:21:00,KCH2475,PC-4356,Logon
{H3C3-C4SH77AA-0727DSSG},2011-05-02 09:22:00,XHR2377,PC-4953,Logon
{Z4X3-E7EL22GU-5706AJII},2011-05-02 09:22:06,JLC0216,PC-3253,Logon
{R4J9-R3RM77JP-5676SXFL},2011-05-02 09:23:00,DSB2463,PC-3313,Logon
{J2L0-S5FQ98PL-9248PTTG},2011-05-02 09:23:00,SCM3407,PC-6577,Logon
{C8O5-J5RI42GR-1549QPUU},2011-05-02 09:23:00,TBS3382,PC-6614,Logon
{K7Y2-R6IL72BS-9822RFBU},2011-05-02 09:24:00,GYS2461,PC-2488,Logon
{Z4F4-M3YN30CK-6059ALRR},2011-05-02 09:24:00,NDC0948,PC-4023,Logon
{E2L8-C7XP81SN-4703WZHH},2011-05-02 09:24:00,WJC0470,PC-3020,Logon
